key,value
SDGS.11.TARGETS.6.INDICATORS.2.SOURCE,- [Estadísticas de residuos municipales](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.7.DESCRIPTION,"Proporcionar acceso universal a más zonas verdes y espacios públicos seguros, inclusivos y accesibles, con especial énfasis en mujeres, niños, personas mayores y personas con discapacidad."
SDGS.11.TARGETS.7.INDICATORS.1.TITLE,Superficie (m²) de zona verde
SDGS.11.TARGETS.7.INDICATORS.1.DESCRIPTION,Relación entre volumen de población municipal y espacio calificado como zona verde o espacio libre en el suelo urbano del municipio
SDGS.11.TARGETS.7.INDICATORS.1.UNIT,m²/hab
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.1.TITLE,Superficie de zona verde
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.1.UNIT,m²
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.2.TITLE,Población anual según el padrón continuo
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.2.UNIT,habitantes
SDGS.11.TARGETS.7.INDICATORS.1.SOURCE,- [Datos del mapa urbanístico de Catalunya](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Dades-del-mapa-urban-stic-de-Catalunya/epsm-zskb/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.a.DESCRIPTION,"Fortalecer la planificación del desarrollo local del territorio, apoyando los vínculos económicos, sociales y ambientales entre zonas urbanas, periurbanas y rurales."
SDGS.12.TITLE,Producción y consumo responsables
SDGS.12.DESCRIPTION,Asegurar modalidades de consumo y producción sostenibles.
SDGS.12.TARGETS.1.DESCRIPTION,"Fomentar el consumo y producción sostenibles, así como el comercio de proximidad"
SDGS.12.TARGETS.1.INDICATORS.1.TITLE,Nuevas instalaciones de autoconsumo de energía
SDGS.12.TARGETS.1.INDICATORS.1.DESCRIPTION,Nuevas instalaciones de autoconsumo de energía
SDGS.12.TARGETS.1.INDICATORS.1.UNIT,instalaciones/100.000 hab.
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Nuevas instalaciones de autoconsumo de energía
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,instalaciones
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,habitantes
SDGS.12.TARGETS.1.INDICATORS.1.SOURCE,"- [Instalaciones de autoconsumo eléctrico](https://analisi.transparenciacatalunya.cat/Energia/Instal-lacions-d-autoconsum-el-ctric/2b4s-skfm/about_data) (Dades Obertes de Catalunya)
- [Datos históricos de población de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.12.TARGETS.2.DESCRIPTION,Lograr la gestión sostenible y un uso eficiente de los recursos naturales.
SDGS.12.TARGETS.2.INDICATORS.1.TITLE,Emisiones de CO₂ de edificios por habitante
SDGS.12.TARGETS.2.INDICATORS.1.DESCRIPTION,Emisiones de CO₂ de edificios por habitante
SDGS.12.TARGETS.2.INDICATORS.1.UNIT,kgCO₂/hab.
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Emisiones de CO₂
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,kgCO₂
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.12.TARGETS.2.INDICATORS.1.SOURCE,"- [Certificados de eficiencia energética de edificios](https://analisi.transparenciacatalunya.cat/Energia/Certificats-d-efici-ncia-energ-tica-d-edificis/j6ii-t3w2/about_data) (Dades Obertes de Catalunya)
- [Datos históricos de población de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.12.TARGETS.3.DESCRIPTION,Reducir sustancialmente el desperdicio alimentario y las pérdidas de alimentos en las cadenas de producción y distribución.
SDGS.12.TARGETS.4.DESCRIPTION,Nombre de Hito no disponible
SDGS.12.TARGETS.5.DESCRIPTION,"Disminuir sustancialmente la generación de residuos mediante políticas de prevención, reducción, reciclaje y reutilización."
SDGS.12.TARGETS.5.INDICATORS.1.TITLE,Tasa de recogida selectiva
SDGS.12.TARGETS.5.INDICATORS.1.DESCRIPTION,Porcentaje de recogida selectiva de residuos domésticos respecto al total producido
SDGS.12.TARGETS.5.INDICATORS.1.UNIT,%
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Total recogida selectiva
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,t
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Generación total de residuos
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,t
SDGS.12.TARGETS.5.INDICATORS.1.SOURCE,- [Estadísticas de residuos municipales](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.12.TARGETS.5.INDICATORS.2.TITLE,Residuos domésticos en kg/hab/año
SDGS.12.TARGETS.5.INDICATORS.2.DESCRIPTION,Producción de residuos domésticos en kg/hab/año
SDGS.12.TARGETS.5.INDICATORS.2.UNIT,kg/hab/año
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.1.TITLE,Generación total de residuos
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.1.UNIT,t
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.2.TITLE,Población
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.12.TARGETS.5.INDICATORS.2.SOURCE,- [Estadísticas de residuos municipales](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.12.TARGETS.6.DESCRIPTION,Fomentar la adopción de prácticas sostenibles en el tejido empresarial.
SDGS.12.TARGETS.7.DESCRIPTION,"Promover prácticas de contratación pública sostenible (cláusulas sociales, medioambientales y económicas)"
SDGS.12.TARGETS.8.DESCRIPTION,Asegurar que toda la ciudadanía tenga la información y conciencia pertinentes para lograr el desarrollo y estilos de vida sostenibles.
SDGS.12.TARGETS.b.DESCRIPTION,Nombre de Hito no disponible
SDGS.13.TITLE,Acción por el clima
SDGS.13.DESCRIPTION,Adoptar medidas urgentes para combatir el cambio climático y sus efectos.
SDGS.13.TARGETS.1.DESCRIPTION,Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales.
SDGS.13.TARGETS.1.INDICATORS.1.TITLE,Vulnerabilidad a las olas de calor
SDGS.13.TARGETS.1.INDICATORS.1.DESCRIPTION,"Índice propio de vulnerabilidad a las olas de calor e incremento de la temperatura (Baja, Media, Alta, Muy Alta)"
SDGS.13.TARGETS.1.INDICATORS.1.UNIT,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.13.TARGETS.1.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.13.TARGETS.2.DESCRIPTION,"Incorporar medidas relativas al cambio climático en las políticas, las estrategias y los planes locales."
SDGS.13.TARGETS.2.INDICATORS.1.TITLE,Emisiones de CO₂ de edificios por habitante
SDGS.13.TARGETS.2.INDICATORS.1.DESCRIPTION,Emisiones de CO₂ de edificios por habitante
SDGS.13.TARGETS.2.INDICATORS.1.SOURCE,"- [Certificados de eficiencia energética de edificios](https://analisi.transparenciacatalunya.cat/Energia/Certificats-d-efici-ncia-energ-tica-d-edificis/j6ii-t3w2/about_data) (Dades Obertes de Catalunya)
- [Datos históricos de población de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.13.TARGETS.2.INDICATORS.1.UNIT,kgCO₂/hab.
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Emisiones de CO₂
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,kgCO₂
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.13.TARGETS.2.INDICATORS.2.TITLE,Intensidad emisiones de gases
SDGS.13.TARGETS.2.INDICATORS.2.DESCRIPTION,Relación entre las emisiones de gases de efecto invernadero y el consumo de energía (en kgCO₂/kWh).
SDGS.13.TARGETS.2.INDICATORS.2.UNIT,kgCO₂/kWh
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.1.TITLE,
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.1.UNIT,kgCO₂/kWh
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.2.TITLE,
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.2.UNIT,
SDGS.13.TARGETS.2.INDICATORS.2.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.13.TARGETS.3.DESCRIPTION,"Mejorar la educación, la sensibilización y la capacidad ciudadana e institucional en relación con la mitigación y adaptación al cambio climático."
SDGS.14.TITLE,Vida submarina
SDGS.14.DESCRIPTION,"Conservar y utilizar de manera sostenible los océanos, mares y recursos marinos para el desarrollo sostenible."
SDGS.14.TARGETS.1.DESCRIPTION,"Prevenir y reducir significativamente la contaminación marina de todo tipo y, en particular, la ocasionada por actividades terrestres."
SDGS.14.TARGETS.1.INDICATORS.1.TITLE,% Playas con calidad de agua excelente
SDGS.14.TARGETS.1.INDICATORS.1.DESCRIPTION,Porcentaje de playas con una calidad del agua de baño excelente respecto al total (%) según los criterios Calidad de las aguas de baño del Protocolo de vigilancia e información del estado de las aguas de baño elaborado anualmente por la Agencia Catalana del Agua.
SDGS.14.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.14.TARGETS.1.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.14.TARGETS.2.DESCRIPTION,Proteger y promover la gestión sostenible de los ecosistemas marinos y costeros.
SDGS.14.TARGETS.2.INDICATORS.1.TITLE,% Franja costera libre de urbanización
SDGS.14.TARGETS.2.INDICATORS.1.DESCRIPTION,Porcentaje de la franja de 200 metros de ancho del interior de la costa que no pertenece a ninguna categoría de suelo improductivo artificial en el Mapa de Coberturas del Suelo respecto a la superficie total (%)
SDGS.14.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,%
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,
SDGS.14.TARGETS.2.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.14.TARGETS.4.DESCRIPTION,Nombre de hito no disponible
SDGS.14.TARGETS.a.DESCRIPTION,Impulsar el conocimiento científico para mejorar la salud de los océanos y potenciar la contribución de la biodiversidad marina.
SDGS.14.TARGETS.b.DESCRIPTION,Fomentar el acceso de los pescadores artesanales a pequeña escala a los recursos marinos y a los mercados.
SDGS.15.TITLE,Vida terrestre
SDGS.15.DESCRIPTION,"Proteger, restaurar y promover el uso sostenible de los ecosistemas terrestres, gestionar de manera sostenible los bosques, luchar contra la desertificación, detener y revertir la degradación de las tierras y detener la pérdida de biodiversidad."
SDGS.15.TARGETS.1.DESCRIPTION,"Velar por la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y de agua dulce, en particular los bosques, los humedales, las montañas y las zonas áridas."
SDGS.15.TARGETS.1.INDICATORS.1.TITLE,% Superficie bosques
SDGS.15.TARGETS.1.INDICATORS.1.DESCRIPTION,Superficie forestal en proporción a la superficie total
SDGS.15.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.15.TARGETS.1.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.15.TARGETS.1.INDICATORS.2.TITLE,Superficie municipal con figura de protección y órgano de gestión de los espacios abiertos
SDGS.15.TARGETS.1.INDICATORS.2.DESCRIPTION,"Porcentaje de la superficie municipal protegida por figuras de legislación sectorial (ENPE'S, PEIN, Red Natura 2000, otros espacios de la XPN) y que cuenta con un órgano de gestión para la conservación del patrimonio natural."
SDGS.15.TARGETS.1.INDICATORS.2.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,
SDGS.15.TARGETS.1.INDICATORS.2.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.15.TARGETS.2.DESCRIPTION,"Aumentar el número de bosques con gestión sostenible, poniendo fin a la deforestación, recuperando los bosques degradados e incrementando sustancialmente la repoblación forestal y la reforestación."
SDGS.15.TARGETS.2.INDICATORS.1.TITLE,Superficie municipal correspondiente a los espacios abiertos
SDGS.15.TARGETS.2.INDICATORS.1.DESCRIPTION,"Porcentaje de la superficie municipal protegida por figuras de legislación sectorial (ENPE'S, PEIN, Red Natura 2000, otros espacios de la XPN)"
SDGS.15.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,%
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,
SDGS.15.TARGETS.2.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.15.TARGETS.3.DESCRIPTION,"Luchar contra la desertificación, rehabilitar las tierras y los suelos degradados, incluidas las tierras afectadas por la desertificación, la sequía y las inundaciones."
SDGS.15.TARGETS.4.DESCRIPTION,"Velar por la conservación de los ecosistemas montañosos, en particular, de su diversidad biológica."
SDGS.15.TARGETS.4.INDICATORS.1.TITLE,Superficie de suelo no urbanizable
SDGS.15.TARGETS.4.INDICATORS.1.DESCRIPTION,Superficie de suelo no urbanizable. Calificación del MUC en el suelo no urbanizable (N2: Protección)
SDGS.15.TARGETS.4.INDICATORS.1.UNIT,%
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Superficie de suelo no urbanizable. Calificación del MUC en el suelo no urbanizable (N2: Protección)
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,ha
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Superficie total
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,ha
SDGS.15.TARGETS.4.INDICATORS.1.SOURCE,- [Datos del mapa urbanístico de Catalunya](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Dades-del-mapa-urban-stic-de-Catalunya/epsm-zskb/about_data) (Dades Obertes de Catalunya)
SDGS.15.TARGETS.5.DESCRIPTION,"Reducir la degradación de los hábitats naturales, detener la pérdida de la diversidad biológica y proteger las especies amenazadas."
SDGS.15.TARGETS.8.DESCRIPTION,"Adoptar medidas para prevenir la introducción de especies exóticas invasoras y reducir significativamente sus efectos en los ecosistemas terrestres y acuáticos, así como controlar o erradicar las especies prioritarias."
SDGS.15.TARGETS.9.DESCRIPTION,"Integrar los valores de los ecosistemas y la diversidad biológica en la planificación local, los procesos de desarrollo, las estrategias de reducción de la pobreza y la contabilidad."
SDGS.15.TARGETS.a.DESCRIPTION,Movilizar los recursos financieros para conservar y utilizar de forma sostenible la diversidad biológica y los ecosistemas.
SDGS.16.TITLE,"Paz, justicia e instituciones sólidas"
SDGS.16.DESCRIPTION,"Promover sociedades pacíficas e inclusivas para el desarrollo sostenible, facilitar el acceso a la justicia para todas las personas y construir instituciones eficaces, responsables e inclusivas en todos los niveles."
SDGS.16.TARGETS.1.DESCRIPTION,"Reducir considerablemente todas las formas de violencia y las tasas de mortalidad, con especial atención a los menores."
SDGS.16.TARGETS.3.DESCRIPTION,Promover iniciativas para mejorar el acceso equitativo a la justicia y a mecanismos de mediación con especial atención a los colectivos más vulnerables.
SDGS.16.TARGETS.5.DESCRIPTION,"Reforzar las medidas locales contra la corrupción, mejorar la transparencia y promover la responsabilidad en la gestión pública."
SDGS.16.TARGETS.6.DESCRIPTION,"Alcanzar instituciones eficaces, responsables, transparentes y que rindan cuentas."
SDGS.16.TARGETS.6.INDICATORS.1.TITLE,Grado de madurez digital
SDGS.16.TARGETS.6.INDICATORS.1.DESCRIPTION,"Grado de transformación digital del ente local (0-100), resultado del análisis de los principales indicadores de gobierno digital y abierto."
SDGS.16.TARGETS.6.INDICATORS.1.UNIT,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.1.TITLE,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.1.UNIT,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.2.TITLE,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.2.UNIT,
SDGS.16.TARGETS.6.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.16.TARGETS.7.DESCRIPTION,"Garantizar la adopción de decisiones inclusivas, participativas y representativas que respondan a las necesidades de la ciudadanía."
SDGS.16.TARGETS.7.INDICATORS.1.TITLE,Participación en las elecciones municipales
SDGS.16.TARGETS.7.INDICATORS.1.DESCRIPTION,Número de electores que realmente ejercen su derecho de voto. Se expresa en el porcentaje del número de votantes (incluidos los votos en blanco y los nulos) respecto al número total de electores.
SDGS.16.TARGETS.7.INDICATORS.1.UNIT,%
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.1.TITLE,Votantes
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.1.UNIT,personas
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.2.TITLE,Censo electoral
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.16.TARGETS.7.INDICATORS.1.SOURCE,- [Procesos electorales - Participación](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Processos-electorals-Participaci-/irrv-2mfc/about_data) (Dades Obertes de Catalunya)
SDGS.16.TARGETS.7.INDICATORS.2.TITLE,Actualització de canals de participació
SDGS.16.TARGETS.7.INDICATORS.2.DESCRIPTION,Indicador binari (0 No actualitzat; 1 Actualitzat) relatiu a l'actualització dels canals de participació ciutadana disponibles al Portal de transparència municipal.
SDGS.16.TARGETS.7.INDICATORS.2.UNIT,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.1.TITLE,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.1.UNIT,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.2.TITLE,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.2.UNIT,
SDGS.16.TARGETS.7.INDICATORS.2.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.16.TARGETS.10.DESCRIPTION,Garantizar el acceso público a la información y proteger las libertades fundamentales.
SDGS.16.TARGETS.10.INDICATORS.1.TITLE,Actualización de portales de transparencia
SDGS.16.TARGETS.10.INDICATORS.1.DESCRIPTION,Grado de actualización (0-10) de la documentación publicada en el conjunto de apartados del portal de transparencia municipal
SDGS.16.TARGETS.10.INDICATORS.1.UNIT,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.1.TITLE,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.1.UNIT,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.2.TITLE,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.2.UNIT,
SDGS.16.TARGETS.10.INDICATORS.1.SOURCE,- Datos internos (Diputació de Barcelona)
SDGS.16.TARGETS.b.DESCRIPTION,Promover y aplicar reglamentación y normativa local no discriminatoria en favor del desarrollo sostenible
SDGS.17.TITLE,Alianzas para alcanzar los objetivos
SDGS.17.DESCRIPTION,Reforzar los medios de implementación y revitalizar la sociedad global para alcanzar los objetivos de desarrollo sostenible.
SDGS.17.TARGETS.1.DESCRIPTION,Fortalecer la autonomía y la capacidad económica y fiscal de los gobiernos locales.
SDGS.17.TARGETS.1.INDICATORS.1.DESCRIPTION,"La deuda viva se calcula teniendo en cuenta las operaciones de riesgo en créditos financieros, valores de renta fija y préstamos o créditos transferidos a terceros. No incluye la deuda comercial de las entidades locales, es decir, la que mantienen con sus proveedores. De forma simplificada, podemos decir que es la cantidad de dinero que el Ayuntamiento debe vía crédito."
SDGS.17.TARGETS.1.INDICATORS.1.TITLE,Deuda viva por habitante
SDGS.17.TARGETS.1.INDICATORS.1.UNIT,€/hab
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Deuda viva total
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,€
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Censo total
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.17.TARGETS.1.INDICATORS.1.SOURCE,- [Endeudamiento entidad local](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Endeutament-ens-local/c9ag-cye6/about_data) (Dades Obertes de Catalunya)
SDGS.17.TARGETS.1.INDICATORS.2.SOURCE,"- [Presupuestos de las entidades municipales de Catalunya](https://analisi.transparenciacatalunya.cat/Economia/Pressupostos-dels-ens-municipals-de-Catalunya/4g9s-gzp6/about_data) (Dades Obertes de Catalunya)
- [Datos históricos de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)

Se tienen en cuenta los siguientes códigos y conceptos para el cálculo de los inresos:

- IBI: 
  - 113: Impuesto sobre bienes inmuebles (de naturaleza urbana)
  - 112: Impuesto sobre bienes inmuebles (de natiraleza rústica)
  - 114: Impuesto sobre bienes inmuebles (de caract. especiales)
- IAE:
  - 130: Impuesto sobre actividades económicas"
SDGS.17.TARGETS.1.INDICATORS.2.TITLE,Ingresos por el IAE y el IBI
SDGS.17.TARGETS.1.INDICATORS.2.DESCRIPTION,Recaudación prevista en los presupuestos municipales por el impuesto de actividades económicas y el impuesto sobre bienes inmuebles en €/hab
SDGS.17.TARGETS.1.INDICATORS.2.UNIT,€/hab
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,Ingresos por el IAE y el IBI
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,€
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,Población total
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.17.TARGETS.2.DESCRIPTION,"Promover la cooperación al desarrollo y garantizar el 0,7% de los ingresos en este ámbito."
SDGS.17.TARGETS.2.INDICATORS.1.TITLE,Presupuesto destinado a ayuda oficial al desarrollo
SDGS.17.TARGETS.2.INDICATORS.1.DESCRIPTION,Presupuesto destinado a ayuda oficial al desarrollo por habitante
SDGS.17.TARGETS.2.INDICATORS.1.UNIT,€/hab.
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Presupuesto
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,€
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.17.TARGETS.2.INDICATORS.1.SOURCE,- [Fons Català de Coopreació al Desenvolupament](https://fonscatala.org/observatori-de-la-cooperacio-municipalista/)
SDGS.17.TARGETS.4.DESCRIPTION,Hito 17.4
SDGS.17.TARGETS.4.INDICATORS.1.TITLE,Deuda viva por habitante
SDGS.17.TARGETS.4.INDICATORS.1.DESCRIPTION,"La deuda viva se calcula teniendo en cuenta las operaciones de riesgo en créditos financieros, valores de renta fija y préstamos o créditos transferidos a terceros. No incluye la deuda comercial de las entidades locales, es decir, la que mantienen con sus proveedores. De forma simplificada, podemos decir que es la cantidad de dinero que el Ayuntamiento debe vía crédito."
SDGS.17.TARGETS.4.INDICATORS.1.UNIT,€/hab
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Deuda viva total
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,€
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Censo total
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.17.TARGETS.6.DESCRIPTION,"Aumentar el intercambio de conocimiento y mejorar la cooperación regional e internacional, Norte-Sur, Sur-Sur y triangular, en materia de desarrollo económico, social y medioambiental."
SDGS.17.TARGETS.8.DESCRIPTION,Nombre de Hito no disponible
SDGS.17.TARGETS.14.DESCRIPTION,Mejorar la coherencia de las políticas para el desarrollo sostenible.
SDGS.17.TARGETS.17.DESCRIPTION,"Promover la constitución de alianzas eficaces en los ámbitos público, público-privado y de la sociedad civil que impulsen el Desarrollo Sostenible"
SDGS.17.TARGETS.17.INDICATORS.1.TITLE,Número de entidades ONGD dividido por población
SDGS.17.TARGETS.17.INDICATORS.1.DESCRIPTION,Número de organizaciones no gubernamentales para el desarrollo dividido por población
SDGS.17.TARGETS.17.INDICATORS.1.UNIT,entidades/100.000 hab.
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.1.TITLE,Número entidades ONGD
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.1.UNIT,entidades
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.17.TARGETS.17.INDICATORS.1.SOURCE,"- [Entidades inscritas en el Registre d'organitzacions no governamentals per al desenvolupament (ONGD)](https://analisi.transparenciacatalunya.cat/Societat-benestar/Entitats-inscrites-en-el-Registre-d-organitzacions/4d69-gxhb/about_data) (Dades Obertes de Catalunya)
- [Datos históricos de población de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.17.TARGETS.17.INDICATORS.2.TITLE,Número de entidades nuevas dividido por población
SDGS.17.TARGETS.17.INDICATORS.2.DESCRIPTION,Número de entidades nuevas dividido por población
