key,value
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.1.TITLE,Total recollida selectiva
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.1.UNIT,t
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.2.TITLE,Generació total de residus
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.2.UNIT,t
SDGS.11.TARGETS.6.INDICATORS.2.SOURCE,- [Estadístiques de residus municipals](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.7.DESCRIPTION,"Proporcionar accés universal a més zones verdes i espais públics segurs, inclusius i accessibles, amb especial èmfasi a les dones, els infants, les persones grans i les persones amb discapacitat."
SDGS.11.TARGETS.7.INDICATORS.1.TITLE,Superfície (m²) de zona verda
SDGS.11.TARGETS.7.INDICATORS.1.DESCRIPTION,Relació entre volum de població municipal i espai qualificat de zona verda o espai lliure en el sòl urbà del municipi
SDGS.11.TARGETS.7.INDICATORS.1.UNIT,m²/hab
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.1.TITLE,Superfície de zona verda
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.1.UNIT,m²
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.2.TITLE,Població anual segons el padró continu
SDGS.11.TARGETS.7.INDICATORS.1.VALUES.2.UNIT,habitants
SDGS.11.TARGETS.7.INDICATORS.1.SOURCE,- [Dades del mapa urbanístic de Catalunya](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Dades-del-mapa-urban-stic-de-Catalunya/epsm-zskb/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.a.DESCRIPTION,"Enfortir la planificació del desenvolupament local del territori, donant suport als vincles econòmics, socials i ambientals entre zones urbanes, periurbanes i rurals."
SDGS.12.TITLE,Producció i consum responsables
SDGS.12.DESCRIPTION,Assegurar modalitats de consum i producció sostenibles.
SDGS.12.TARGETS.1.DESCRIPTION,"Fomentar el consum i producció sostenibles, així com el comerç de proximitat"
SDGS.12.TARGETS.1.INDICATORS.1.TITLE,Instal·lacions noves d'autoconsum d'energia
SDGS.12.TARGETS.1.INDICATORS.1.DESCRIPTION,Instal·lacions noves d'autoconsum energia
SDGS.12.TARGETS.1.INDICATORS.1.UNIT,instal·lacions/100.000 hab.
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Instal·lacions noves d'autoconsum energia
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,instal·lacions
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.12.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,habitants
SDGS.12.TARGETS.1.INDICATORS.1.SOURCE,"- [Instal·lacions d’autoconsum elèctric](https://analisi.transparenciacatalunya.cat/Energia/Instal-lacions-d-autoconsum-el-ctric/2b4s-skfm/about_data) (Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.12.TARGETS.2.DESCRIPTION,Assolir la gestió sostenible i un ús eficient dels recursos naturals.
SDGS.12.TARGETS.2.INDICATORS.1.TITLE,Emissions de CO₂ d'edificis per habitant
SDGS.12.TARGETS.2.INDICATORS.1.DESCRIPTION,Emissions de CO₂ d'edificis per habitant
SDGS.12.TARGETS.2.INDICATORS.1.UNIT,kgCO₂/hab.
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Emissions de CO₂
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,kgCO₂
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.12.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.12.TARGETS.2.INDICATORS.1.SOURCE,"- [Certificats d’eficiència energètica d’edificis](https://analisi.transparenciacatalunya.cat/Energia/Certificats-d-efici-ncia-energ-tica-d-edificis/j6ii-t3w2/about_data) (Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.12.TARGETS.3.DESCRIPTION,Reduir substancialment el malbaratament alimentari i les pèrdues d’aliments a les cadenes de producció i distribució.
SDGS.12.TARGETS.4.DESCRIPTION,Nom de fita no disponible
SDGS.12.TARGETS.5.DESCRIPTION,"Disminuir substancialment la generació de residus mitjançant polítiques de prevenció, reducció, reciclatge i reutilització."
SDGS.12.TARGETS.5.INDICATORS.1.TITLE,Taxa de recollida selectiva
SDGS.12.TARGETS.5.INDICATORS.1.DESCRIPTION,Percentatge de recollida selectva de residus domèstics respecte del total produït
SDGS.12.TARGETS.5.INDICATORS.1.UNIT,%
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Total recollida selectiva
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,t
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Generació total de residus
SDGS.12.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,t
SDGS.12.TARGETS.5.INDICATORS.1.SOURCE,- [Estadístiques de residus municipals](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.12.TARGETS.5.INDICATORS.2.TITLE,Residus domèstics en kg/hab/any
SDGS.12.TARGETS.5.INDICATORS.2.DESCRIPTION,Producció de residus domèstics en kg/hab/any
SDGS.12.TARGETS.5.INDICATORS.2.UNIT,kg/hab/any
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.1.TITLE,Generació total de residus
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.1.UNIT,t
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.2.TITLE,Població
SDGS.12.TARGETS.5.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.12.TARGETS.5.INDICATORS.2.SOURCE,- [Estadístiques de residus municipals](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.12.TARGETS.6.DESCRIPTION,Fomentar l'adopció de pràctiques sostenibles al teixit empresarial.
SDGS.12.TARGETS.7.DESCRIPTION,"Promoure pràctiques de contractació pública sostenible (clàusules socials, mediambientals i econòmiques)"
SDGS.12.TARGETS.8.DESCRIPTION,Assegurar que el conjunt de la ciutadania tingui la informació i conscienciació pertinents per assolir el desenvolupament i els estils de vida sostenibles.
SDGS.12.TARGETS.b.DESCRIPTION,Nom de fita no disponible
SDGS.13.TITLE,Acció pel clima
SDGS.13.DESCRIPTION,Adoptar mesures urgents per combatre el canvi climàtic i els seus efectes.
SDGS.13.TARGETS.1.DESCRIPTION,Enfortir la resiliència i la capacitat d’adaptació als riscos relacionats amb el clima i els desastres naturals.
SDGS.13.TARGETS.1.INDICATORS.1.TITLE,Vulnerabilitat a les onades de calor
SDGS.13.TARGETS.1.INDICATORS.1.DESCRIPTION,"Índex propi de vulnerabilitat a les onades de calor i increment de la temperatura (Baixa, Mitja, Alta, Molt Alta)"
SDGS.13.TARGETS.1.INDICATORS.1.UNIT,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.13.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.13.TARGETS.1.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.13.TARGETS.2.DESCRIPTION,"Incorporar mesures relatives al canvi climàtic en les polítiques, les estratègies i els plans locals."
SDGS.13.TARGETS.2.INDICATORS.1.TITLE,Emissions de CO₂ d'edificis per habitant
SDGS.13.TARGETS.2.INDICATORS.1.DESCRIPTION,Emissions de CO₂ d'edificis per habitant
SDGS.13.TARGETS.2.INDICATORS.1.SOURCE,"- [Certificats d’eficiència energètica d’edificis](https://analisi.transparenciacatalunya.cat/Energia/Certificats-d-efici-ncia-energ-tica-d-edificis/j6ii-t3w2/about_data) (Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.13.TARGETS.2.INDICATORS.1.UNIT,kgCO₂/hab.
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Emissions de CO₂
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,kgCO₂
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.13.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.13.TARGETS.2.INDICATORS.2.TITLE,Intensitat emissions de gasos
SDGS.13.TARGETS.2.INDICATORS.2.DESCRIPTION,Relació entre les emissions de gasos d'efecte hivernacle i el consum d'energia (en kgCO₂/kWh).
SDGS.13.TARGETS.2.INDICATORS.2.UNIT,kgCO₂/kWh
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.1.TITLE,
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.1.UNIT,kgCO₂/kWh
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.2.TITLE,
SDGS.13.TARGETS.2.INDICATORS.2.VALUES.2.UNIT,
SDGS.13.TARGETS.2.INDICATORS.2.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.13.TARGETS.3.DESCRIPTION,"Millorar l’educació, la sensibilització i la capacitat ciutadana i institucional pel que fa a la mitigació i adaptació al canvi climàtic."
SDGS.14.TITLE,Vida submarina
SDGS.14.DESCRIPTION,"Conservar i utilitzar de manera sostenible els oceans, mars i recursos marins per al desenvolupament sostenible."
SDGS.14.TARGETS.1.DESCRIPTION,"Prevenir i reduir significativament la contaminació marina de tota mena i, en particular, l’ocasionada per activitats terrestres."
SDGS.14.TARGETS.1.INDICATORS.1.TITLE,% Platges amb qualitat d'aigua excelent
SDGS.14.TARGETS.1.INDICATORS.1.DESCRIPTION,Percentatge de platges amb una qualitat de l'aigua de bany excel·lent respecte del total (%) d'acord amb els criteris Qualitat de les aigües de bany del Protocol de vigilància i informació de l'estat de les aigües de bany elaborat anualment per l'Agència Catalana de l'Aigua.
SDGS.14.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.14.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.14.TARGETS.1.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.14.TARGETS.2.DESCRIPTION,Protegir i promoure la gestió sostenible dels ecosistemes marins i costaners.
SDGS.14.TARGETS.2.INDICATORS.1.TITLE,% Franja costanera lliure d'urbanització
SDGS.14.TARGETS.2.INDICATORS.1.DESCRIPTION,Percentatge de la franja de 200 metres d'amplada de l'interior de la costa que no pertany a cap categoria de sòl improductiu artificial en el Mapa de Cobertes del Sòl respecte de la superfície total (%)
SDGS.14.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,%
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,
SDGS.14.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,
SDGS.14.TARGETS.2.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.14.TARGETS.4.DESCRIPTION,Nom de fita no disponible
SDGS.14.TARGETS.a.DESCRIPTION,Impulsar el coneixement científic a fi de millorar la salut dels oceans i potenciar la contribució de la biodiversitat marina.
SDGS.14.TARGETS.b.DESCRIPTION,Fomentar l'accés dels pescadors artesanals en petita escala als recursos marins i als mercats.
SDGS.15.TITLE,Vida terrestre
SDGS.15.DESCRIPTION,"Protegir, restaurar i promoure l'ús sostenible dels ecosistemes terrestres, gestionar de manera sostenible els boscos, lluitar contra la desertificació, aturar i revertir la degradació de les terres i aturar la pèrdua de biodiversitat."
SDGS.15.TARGETS.1.DESCRIPTION,"Vetllar per la conservació, el restabliment i l’ús sostenible dels ecosistemes terrestres i d'aigua dolça, en particular els boscos, els aiguamolls, les muntanyes i les zones àrides."
SDGS.15.TARGETS.1.INDICATORS.1.TITLE,% Superficie boscos
SDGS.15.TARGETS.1.INDICATORS.1.DESCRIPTION,Superfície forestal en proporció a la superfície total
SDGS.15.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.15.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.15.TARGETS.1.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.15.TARGETS.1.INDICATORS.2.TITLE,Superfície municipal amb figura de protecció i òrgan de gestió dels espais oberts
SDGS.15.TARGETS.1.INDICATORS.2.DESCRIPTION,"Percentatge de la superfície municipal protegida per figures de legislació sectorial (ENPE'S, PEIN, Xarxa Natura 2000, altres espais de la XPN) i que compta amb un òrgan de gestió per a la conservació del patrimoni natural."
SDGS.15.TARGETS.1.INDICATORS.2.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,%
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,
SDGS.15.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,
SDGS.15.TARGETS.1.INDICATORS.2.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.15.TARGETS.2.DESCRIPTION,"Augmentar el número de boscos amb gestió sostenible, posant fi a la desforestació, recuperant el boscos degradats i incrementant substancialment la repoblació forestal i la reforestació."
SDGS.15.TARGETS.2.INDICATORS.1.TITLE,Superfície municipal corresponent als espais oberts
SDGS.15.TARGETS.2.INDICATORS.1.DESCRIPTION,"Percentatge de la superfície municipal protegida per figures de legislació sectorial (ENPE'S, PEIN, Xarxa Natura 2000, altres espais de la XPN)"
SDGS.15.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,%
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,
SDGS.15.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,
SDGS.15.TARGETS.2.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.15.TARGETS.3.DESCRIPTION,"Lluitar contra la desertificació, rehabilitar les terres i els sòls degradats, incloses les terres afectades per la desertificació, la sequera i les inundacions."
SDGS.15.TARGETS.4.DESCRIPTION,"Vetllar per la conservació dels ecosistemes muntanyosos, en particular, de la seva diversitat biològica."
SDGS.15.TARGETS.4.INDICATORS.1.TITLE,Superfície del sòl no urbanitzable
SDGS.15.TARGETS.4.INDICATORS.1.DESCRIPTION,Superfície del sòl no urbanitzable. Qualificació del MUC en el sòl no urbanitzable (N2: Protecció)
SDGS.15.TARGETS.4.INDICATORS.1.UNIT,%
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Superfície del sòl no urbanitzable. Qualificació del MUC en el sòl no urbanitzable (N2: Protecció)
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,ha
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Superfície total
SDGS.15.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,ha
SDGS.15.TARGETS.4.INDICATORS.1.SOURCE,- [Dades del mapa urbanístic de Catalunya](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Dades-del-mapa-urban-stic-de-Catalunya/epsm-zskb/about_data) (Dades Obertes de Catalunya)
SDGS.15.TARGETS.5.DESCRIPTION,"Reduir la degradació dels hàbitats naturals, aturar la pèrdua de la diversitat biològica i protegir les espècies amenaçades."
SDGS.15.TARGETS.8.DESCRIPTION,Adoptar mesures per prevenir la introducció d'espècies exòtiques invasores i reduir-ne significativament els efectes en els ecosistemes terrestres i aquàtics i controlar o erradicar les espècies prioritàries.
SDGS.15.TARGETS.9.DESCRIPTION,"Integrar els valors dels ecosistemes i la diversitat biològica en la planificació local, els processos de desenvolupament, les estratègies de reducció de la pobresa i la comptabilitat."
SDGS.15.TARGETS.a.DESCRIPTION,Mobilitzar els recursos financers per conservar i utilitzar de forma sostenible la diversitat biològica i els ecosistemes
SDGS.16.TITLE,"Pau, justícia i institucions sòlides"
SDGS.16.DESCRIPTION,"Promoure societats pacífiques i inclusives per al desenvolupament sostenible, facilitar l'accés a la justícia per a tothom i construir institucions eficaces, responsables i inclusives a tots els nivells."
SDGS.16.TARGETS.1.DESCRIPTION,"Reduir considerablement totes les formes de violència i les taxes de mortalitat, amb una especial atenció als menors."
SDGS.16.TARGETS.3.DESCRIPTION,Promoure iniciatives per millorar l'accés equitatiu a la justícia i a mecanismes de mediació amb especial atenció als col·lectius més vulnerables. 
SDGS.16.TARGETS.5.DESCRIPTION,"Reforçar les mesures locals contra la corrupció, millorar la transparència i promoure la responsabilitat en la gestió pública."
SDGS.16.TARGETS.6.DESCRIPTION,"Assolir institucions eficaces, responsables, transparents i que rendeixin comptes."
SDGS.16.TARGETS.6.INDICATORS.1.TITLE,Grau de maduresa digital
SDGS.16.TARGETS.6.INDICATORS.1.DESCRIPTION,"Grau de transformació digital de l'ens local (0-100), fruit de l'anàlisi dels principals indicadors de govern digital i obert."
SDGS.16.TARGETS.6.INDICATORS.1.UNIT,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.1.TITLE,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.1.UNIT,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.2.TITLE,
SDGS.16.TARGETS.6.INDICATORS.1.VALUES.2.UNIT,
SDGS.16.TARGETS.6.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.16.TARGETS.7.DESCRIPTION,"Garantir l'adopció de decisions inclusives, participatives i representatives que responguin a les necessitats de la ciutadania."
SDGS.16.TARGETS.7.INDICATORS.1.TITLE,Participació a les eleccions municipals
SDGS.16.TARGETS.7.INDICATORS.1.DESCRIPTION,Nombre d'electors que realment exerceixen el seu dret de vot. S'expressa en el percentatge del nombre de votants (inclosos els vots en blanc i els nuls) respecte al nombre total d'electors.
SDGS.16.TARGETS.7.INDICATORS.1.UNIT,%
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.1.TITLE,Votants
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.2.TITLE,Cens electoral
SDGS.16.TARGETS.7.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.16.TARGETS.7.INDICATORS.1.SOURCE,- [Processos electorals - Participació](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Processos-electorals-Participaci-/irrv-2mfc/about_data) (Dades Obertes de Catalunya)
SDGS.16.TARGETS.7.INDICATORS.2.TITLE,Actualització de canals de participació
SDGS.16.TARGETS.7.INDICATORS.2.DESCRIPTION,Indicador binari (0 No actualitzat; 1 Actualitzat) relatiu a l'actualització dels canals de participació ciutadana disponibles al Portal de transparència municipal.
SDGS.16.TARGETS.7.INDICATORS.2.UNIT,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.1.TITLE,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.1.UNIT,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.2.TITLE,
SDGS.16.TARGETS.7.INDICATORS.2.VALUES.2.UNIT,
SDGS.16.TARGETS.7.INDICATORS.2.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.16.TARGETS.10.DESCRIPTION,Garantir l’accés públic a la informació i protegir les llibertats fonamentals.
SDGS.16.TARGETS.10.INDICATORS.1.TITLE,Actualització de portals de transparència
SDGS.16.TARGETS.10.INDICATORS.1.DESCRIPTION,Grau d'actualització (0-10) de la documentació publicada al conjunt d'apartats del portal de transparència municipal
SDGS.16.TARGETS.10.INDICATORS.1.UNIT,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.1.TITLE,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.1.UNIT,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.2.TITLE,
SDGS.16.TARGETS.10.INDICATORS.1.VALUES.2.UNIT,
SDGS.16.TARGETS.10.INDICATORS.1.SOURCE,- Dades internes (Diputació de Barcelona)
SDGS.16.TARGETS.b.DESCRIPTION,Promoure i aplicar reglamentació i normativa local no discriminatòria en favor del desenvolupament sostenible
SDGS.17.TITLE,Aliances per a assolir els objectius
SDGS.17.DESCRIPTION,Reforçar els mitjans de implementació i revifar la societat global per a assolir els objectius de desenvolupament sostenible.
SDGS.17.TARGETS.1.DESCRIPTION,Enfortir l'autonomia i la capacitat econòmica i fiscal dels governs locals.
SDGS.17.TARGETS.1.INDICATORS.1.DESCRIPTION,"El deute viu es calcula tenint en compte les operacions de risc en crèdits financers, valors de renda fixa i préstecs o crèdits transferits a tercers. No inclou el deute comercial de les entitats locals, és a dir, la que mantenen amb els seus proveïdors. De forma simplificada, podem dir que és la quantitat de diners que l'Ajuntament deu via crèdit"
SDGS.17.TARGETS.1.INDICATORS.1.TITLE,Deute viu per habitant
SDGS.17.TARGETS.1.INDICATORS.1.UNIT,€/hab
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Deute viu total
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,€
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Cens total
SDGS.17.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.17.TARGETS.1.INDICATORS.1.SOURCE,- [Endeutament ens local](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Endeutament-ens-local/c9ag-cye6/about_data) (Dades Obertes de Catalunya)
SDGS.17.TARGETS.1.INDICATORS.2.SOURCE,"- [Pressupostos dels ens municipals de Catalunya](https://analisi.transparenciacatalunya.cat/Economia/Pressupostos-dels-ens-municipals-de-Catalunya/4g9s-gzp6/about_data) (Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)

Es ténen en compte els següents codis i conceptes per al càlcul dels ingressos:

- IBI: 
  - 113:  Impost sobre béns immobles (de naturalesa urbana)
  - 112: Impost sobre béns immobles (de naturalesa rústica)
  - 114: Impost sobre béns immobles (de caract. especials)
- IAE:
  - 130: Impost sobre activitats econòmiques"
SDGS.17.TARGETS.1.INDICATORS.2.TITLE,Ingressos per l'IAE i l'IBI
SDGS.17.TARGETS.1.INDICATORS.2.DESCRIPTION,Recaptació prevista als pressupostos municipals per l'impost d'activitats econòmiques i l'impost sobre béns immobles en €/hab
SDGS.17.TARGETS.1.INDICATORS.2.UNIT,€/hab
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,Ingressos per l'IAE i l'IBI
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,€
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,Població total
SDGS.17.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.17.TARGETS.2.DESCRIPTION,"Promoure la cooperació al desenvolupament i garantir el 0,7% dels ingressos en aquest àmbit."
SDGS.17.TARGETS.2.INDICATORS.1.TITLE,Pressupost destinat a ajuda oficial al desenvolupament
SDGS.17.TARGETS.2.INDICATORS.1.DESCRIPTION,Pressupost destinat a ajuda oficial al desenvolupament per habitant
SDGS.17.TARGETS.2.INDICATORS.1.UNIT,€/hab.
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Pressupost
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,€
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Total població
SDGS.17.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.17.TARGETS.2.INDICATORS.1.SOURCE,- [Fons Català de Coopreació al Desenvolupament](https://fonscatala.org/observatori-de-la-cooperacio-municipalista/)
SDGS.17.TARGETS.4.DESCRIPTION,Fita 17.4
SDGS.17.TARGETS.4.INDICATORS.1.TITLE,Deute viu per habitant
SDGS.17.TARGETS.4.INDICATORS.1.DESCRIPTION,"El deute viu es calcula tenint en compte les operacions de risc en crèdits financers, valors de renda fixa i préstecs o crèdits transferits a tercers. No inclou el deute comercial de les entitats locals, és a dir, la que mantenen amb els seus proveïdors. De forma simplificada, podem dir que és la quantitat de diners que l'Ajuntament deu via crèdit"
SDGS.17.TARGETS.4.INDICATORS.1.UNIT,€/hab
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Deute viu total
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,€
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Cens total
SDGS.17.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.17.TARGETS.6.DESCRIPTION,"Augmentar l'intercanvi de coneixement i millorar la cooperació regional i internacional, Nord-sud, Sud-Sud i triangular, en matèria de desenvolupament econòmic, social i mediambiental. "
SDGS.17.TARGETS.8.DESCRIPTION,Nom de fita no disponible
SDGS.17.TARGETS.14.DESCRIPTION,Millorar la coherència de les polítiques per al desenvolupament sostenible.
SDGS.17.TARGETS.17.DESCRIPTION,"Promoure la constitució d'aliances eficaces en els àmbits públic, publicoprivat i de la societat civil que impulsin el Desenvolupament Sostenible"
SDGS.17.TARGETS.17.INDICATORS.1.TITLE,Nombre d'entitats ONGD dividit per població
SDGS.17.TARGETS.17.INDICATORS.1.DESCRIPTION,Nombre d' organització no governamental per al desenvolupament dividit per població
SDGS.17.TARGETS.17.INDICATORS.1.UNIT,entitats/100.000 hab.
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.1.TITLE,Nombre entitats ONGD
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.1.UNIT,entitats
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.17.TARGETS.17.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.17.TARGETS.17.INDICATORS.1.SOURCE,"- [Entitats inscrites en el Registre d'organitzacions no governamentals per al desenvolupament (ONGD)](https://analisi.transparenciacatalunya.cat/Societat-benestar/Entitats-inscrites-en-el-Registre-d-organitzacions/4d69-gxhb/about_data) (Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.17.TARGETS.17.INDICATORS.2.TITLE,Nombre entitats noves dividit per població
SDGS.17.TARGETS.17.INDICATORS.2.DESCRIPTION,Nombre entitats noves dividit per població
